,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
15842,Private room,Bos en Lommer,6,4.0,1,1.0,119.0,"Lichte, nette en minimalistisch ingericht kamer",2017-07-22 16:27:13.613069,52.37399,4.848115
15843,Private room,De Baarsjes / Oud West,4,5.0,2,1.0,111.0,Safe Haven near Vondelpark for exploring Amsterdam,2017-07-22 16:27:13.608648,52.36333,4.852658
15844,Private room,Centrum Oost,233,5.0,2,1.0,110.0,"all private, art @ home in city center-1",2017-07-22 16:27:13.588525,52.365705,4.884636
15845,Private room,Centrum West,36,5.0,2,0.0,114.0,Amazing Studio@Canal-Prinsengracht,2017-07-22 16:27:11.910996,52.368915,4.881193
15846,Private room,Centrum West,60,4.5,3,1.0,118.0,Bright 3P Canal View + Breakfast!,2017-07-22 16:27:11.906072,52.375994,4.891267
15847,Private room,Bos en Lommer,12,5.0,2,1.0,108.0,Private room in sunny BoLo home + garden,2017-07-22 16:27:10.147276,52.383098,4.850082
15848,Private room,De Baarsjes / Oud West,8,4.5,2,1.0,108.0,Park view room close to city centre,2017-07-22 16:27:10.143788,52.366816,4.850861
15850,Private room,Geuzenveld / Slotermeer,37,5.0,4,1.0,108.0,Wellness getaway for 1-4 people,2017-07-22 16:27:10.114973,52.392156,4.777849
15851,Private room,De Baarsjes / Oud West,11,4.5,2,1.0,119.0,"AMSTERDAM, OUD-WEST",2017-07-22 16:27:10.104275,52.366679,4.865595
15853,Private room,Westerpark,10,4.5,2,1.0,114.0,Double bedroom in a beautiful two floor apartment,2017-07-22 16:27:10.087878,52.382889,4.876925
15855,Private room,Centrum West,25,5.0,2,0.0,107.0,"Lovely B&B Apartment Amsterdam, centre",2017-07-22 16:27:08.253764,52.381636,4.884464
15856,Private room,Centrum West,4,5.0,2,0.0,119.0,Private room in the heart of Amsterdam!,2017-07-22 16:27:08.227214,52.374895,4.8930169999999995
15857,Private room,De Baarsjes / Oud West,3,4.5,2,1.0,119.0,Amsterdam privékamer,2017-07-22 16:27:06.789421,52.368732,4.857895
15858,Private room,Centrum West,79,5.0,2,1.0,108.0,unique historic basement,2017-07-22 16:27:06.759626,52.379965999999996,4.89288
15859,Private room,Westerpark,33,4.5,2,0.0,118.0,Cosy private studio on Houseboat in'De Jordaan',2017-07-22 16:27:05.121110,52.38166,4.878623999999999
15860,Private room,Centrum West,24,5.0,2,1.0,115.0,Luxury Design Apartment - City Center - Canal Area,2017-07-22 16:27:03.724120,52.367367,4.881686
15861,Private room,Centrum West,18,5.0,3,0.0,117.0,A city center location,2017-07-22 16:27:02.065266,52.371871,4.877216000000001
15862,Private room,Centrum West,281,4.5,2,0.0,118.0,Stylish apartment in the citycenter,2017-07-22 16:27:02.042597,52.372549,4.897605
15863,Private room,Centrum West,148,5.0,2,1.0,118.0,top location centre Amsterdam,2017-07-22 16:27:00.035784,52.381955,4.888252
15865,Private room,Centrum West,8,4.5,2,1.0,119.0,Large room in heart of Amsterdam,2017-07-22 16:26:58.474640,52.379265999999994,4.892333
15866,Private room,Oud Noord,10,4.5,2,1.0,114.0,Spacious room near city center,2017-07-22 16:26:57.217538,52.388269,4.921309
15870,Private room,Centrum West,41,4.5,2,1.0,118.0,Relaxing 2P Canal View + Breakfast!,2017-07-22 16:26:57.206270,52.37546,4.892851
15873,Private room,Centrum Oost,14,4.5,2,1.0,108.0,Nice room spacious apartment! (central location),2017-07-22 16:26:57.185962,52.370081,4.930008
15876,Private room,Centrum Oost,28,4.5,3,0.0,117.0,Cute private apartment with WIFI,2017-07-22 16:26:55.675945,52.368687,4.927261
15877,Private room,Oud Noord,22,5.0,2,1.0,108.0,Nice room including great breakfast+ free parking!,2017-07-22 16:26:55.673715,52.391096000000005,4.926382
15879,Private room,Noord Oost,15,4.5,6,1.0,118.0,Gypsy Waggon - Your villa on wheels,2017-07-22 16:26:55.668424,52.413164,4.945775
15880,Private room,Centrum Oost,6,5.0,2,1.0,108.0,Cozy room in the city centre with a bright garden,2017-07-22 16:26:55.665094,52.372021999999994,4.919214
15881,Private room,Centrum West,3,5.0,2,1.0,108.0,Lovely attic in monumental house,2017-07-22 16:26:55.659972,52.381786,4.887396
15883,Private room,Centrum Oost,51,4.5,2,1.0,108.0,"Spacious room,19th century. Center.",2017-07-22 16:26:55.654333,52.364891,4.916396
15885,Private room,Centrum West,4,5.0,2,1.0,119.0,,2017-07-22 16:26:55.649442,52.373652,4.896037000000001
15886,Private room,Centrum West,44,4.5,2,1.0,118.0,Top Floor Canal View + Breakfast!,2017-07-22 16:26:55.647275,52.376056,4.891935
15887,Private room,Centrum West,10,4.5,2,0.0,106.0,Pleasant Studio in the City Center,2017-07-22 16:26:55.639924,52.380021,4.889577
15888,Private room,Centrum West,6,4.5,2,1.0,119.0,Room in heart of Amsterdam,2017-07-22 16:26:55.635867,52.374623,4.899208
15889,Private room,Oostelijk Havengebied / Indische Buurt,5,5.0,2,1.0,107.0,Large private room in spacious apartment,2017-07-22 16:26:55.633731,52.363599,4.942779
15890,Private room,Centrum West,17,4.5,2,1.0,119.0,Gorgeous canal apartment in city centre,2017-07-22 16:26:55.630607,52.376523999999996,4.89206
15891,Private room,Centrum West,4,4.5,2,1.0,119.0,Cosy room located in City Center,2017-07-22 16:26:53.764221,52.370589,4.893731
15893,Private room,Centrum Oost,21,4.5,2,1.0,114.0,Quiet room on canal in center,2017-07-22 16:26:53.756038,52.371786,4.9217900000000006
15894,Private room,Centrum West,14,5.0,2,1.0,107.0,Beautiful Room in canal-side house in the Jordaan,2017-07-22 16:26:53.749548,52.377743,4.887626
15896,Private room,Oostelijk Havengebied / Indische Buurt,18,5.0,2,0.0,119.0,Amsterdam East,2017-07-22 16:26:53.740683,52.365617,4.934348
15898,Private room,Oud Noord,5,3.5,2,0.0,114.0,Behind A'dam CS inclusive awesome bikes! check pic,2017-07-22 16:26:53.735837,52.385945,4.910018
15899,Private room,Centrum West,21,4.5,2,1.0,114.0,Room for rent in spectacular location in Amsterdam,2017-07-22 16:26:53.733624,52.373633,4.893134
15900,Private room,Centrum West,113,4.5,3,1.0,118.0,Stunning Canal View + Breakfast!,2017-07-22 16:26:53.730796,52.375526,4.890747
15901,Private room,Oostelijk Havengebied / Indische Buurt,25,4.5,2,1.0,108.0,Spacious & bright room close to the city centre,2017-07-22 16:26:51.964085,52.377472,4.919532
15902,Private room,Centrum West,32,4.5,2,1.0,107.0,Boogaard's B&B (Center of old city),2017-07-22 16:26:51.961532,52.370618,4.893542
15903,Private room,Centrum Oost,7,5.0,2,1.0,114.0,Room on luxurious houseboat Amstel,2017-07-22 16:26:51.958750,52.363539,4.903418
15904,Private room,Centrum Oost,94,5.0,2,1.0,107.0,Room only Central Station,2017-07-22 16:26:51.952971,52.375648999999996,4.90581
15905,Private room,Oostelijk Havengebied / Indische Buurt,6,4.5,2,1.0,119.0,Double BedRoom in Nice Apartment,2017-07-22 16:26:51.945803,52.36408,4.936394
15906,Private room,Centrum Oost,24,4.5,2,1.0,118.0,Room City Centre near Vondelpark,2017-07-22 16:26:51.943536,52.364486,4.888141
15908,Private room,Oud Noord,9,4.5,2,0.0,113.0,Beautiful room in Adam-N 5 min to CS. With bikes!,2017-07-22 16:26:51.936047,52.386874,4.9096589999999996
15909,Private room,Centrum Oost,83,5.0,2,1.0,118.0,Comfort - Room only Central Station,2017-07-22 16:26:51.933476,52.376735,4.905691
15910,Private room,Noord West,21,5.0,2,1.0,107.0,Room with living near NDSM,2017-07-22 16:26:51.930859,52.406721999999995,4.90228
15911,Private room,Centrum West,27,4.5,2,0.0,108.0,Cozy private canal studio,2017-07-22 16:26:51.928264,52.370371999999996,4.89409
15912,Private room,Centrum West,8,4.5,2,1.0,108.0,City Center studio in Touristic Amsterdam 2,2017-07-22 16:26:51.923715,52.372846,4.89123
15913,Private room,Centrum West,79,4.5,2,1.0,114.0,Amsterdam center city: Singel,2017-07-22 16:26:51.921185,52.376466,4.893301
15914,Private room,Westerpark,32,5.0,2,1.0,108.0,SiloDame beautiful topfloor rooms,2017-07-22 16:26:51.918495,52.389643,4.89016
15916,Private room,Oostelijk Havengebied / Indische Buurt,3,4.0,4,2.0,119.0,Amsterdam Houseboat,2017-07-22 16:26:50.181588,52.371018,4.940568
15917,Private room,Oud Oost,6,5.0,2,1.0,114.0,nice room near beautiful mill,2017-07-22 16:26:50.173551,52.365815000000005,4.926522
15918,Private room,Oostelijk Havengebied / Indische Buurt,10,4.5,2,1.0,108.0,"Beautiful Spacious Apt, Private Parking, Balcony",2017-07-22 16:26:50.170008,52.368846000000005,4.935649
15919,Private room,Noord Oost,4,5.0,2,1.0,114.0,Room in our new build farm/villa,2017-07-22 16:26:50.167329,52.4089,4.966514
15920,Private room,Centrum West,253,5.0,2,1.0,123.0,Buenas Noches (Top-floor B&B),2017-07-22 16:26:50.164832,52.375978,4.896003
15921,Private room,Oostelijk Havengebied / Indische Buurt,9,4.0,2,1.0,115.0,Room in beautiful apartment @ Javastraat,2017-07-22 16:26:50.162244,52.36493,4.932676
15923,Private room,Oostelijk Havengebied / Indische Buurt,13,4.0,2,1.0,119.0,Awesome Location  + Super Comfortable Bed!,2017-07-22 16:26:48.326526,52.36407,4.938592
15924,Private room,Oud Noord,4,5.0,2,1.0,119.0,"Black Jack Suite, South - Amsterdam",2017-07-22 16:26:48.313834,52.395757,4.903233999999999
15926,Private room,Centrum West,11,4.5,2,1.0,119.0,Bright private room very close to Central Station!,2017-07-22 16:26:48.308435,52.384726,4.888599
15928,Private room,Centrum West,24,4.5,3,1.0,107.0,Private Houseboat 2 City centre Amsterdam,2017-07-22 16:26:46.416253,52.384982,4.893257
15929,Private room,Noord Oost,8,5.0,6,2.0,118.0,Gypsy Waggon - A villa on wheels,2017-07-22 16:26:46.409268,52.413078000000006,4.946083
15930,Private room,Centrum West,4,5.0,2,1.0,107.0,Lovely apartment for 2 @ Red Light District,2017-07-22 16:26:46.399772,52.375516,4.8977059999999994
15931,Private room,Centrum West,38,5.0,2,0.0,118.0,"Charming apartment for 2, Red Light",2017-07-22 16:26:44.009116,52.375947,4.8977699999999995
15932,Private room,Centrum West,50,4.5,2,1.0,118.0,Marvellous Canal View + Breakfast!,2017-07-22 16:26:43.998226,52.375327,4.892758000000001
15933,Private room,Noord West,15,5.0,4,0.0,114.0,Lente,2017-07-22 16:26:43.994033,52.409647,4.8998919999999995
15935,Private room,Centrum West,4,5.0,2,1.0,107.0,"Great app. for 2 in the ""Red Light District""",2017-07-22 16:26:43.982858,52.373865,4.89743
15937,Private room,Centrum West,141,5.0,2,1.0,114.0,Unique studio on cutter 'Rosita',2017-07-22 16:26:41.044347,52.384195,4.889832
15938,Private room,Oostelijk Havengebied / Indische Buurt,55,5.0,2,1.0,108.0,HOUSEBOAT in a very nice quiet area,2017-07-22 16:26:41.016457,52.375734,4.941244999999999
15939,Private room,Bijlmer Oost,11,4.5,4,1.0,119.0,Large bedroom 15 min from Amsterdam city center,2017-07-22 16:26:36.570902,52.323159000000004,4.970871
15942,Private room,Buitenveldert / Zuidas,13,5.0,2,1.0,108.0,Big & cozy Room on Houseboat | Balcony & Garden,2017-07-22 16:26:35.088357,52.3331,4.8520199999999996
15944,Private room,Centrum Oost,11,5.0,2,0.0,108.0,Private studio -private bathroom- 100% citycentre,2017-07-22 16:26:35.083141,52.36457,4.8855580000000005
15945,Private room,De Baarsjes / Oud West,15,4.5,2,1.0,117.0,Authentic Dutch room in the center,2017-07-22 16:26:35.078949,52.365633,4.8752059999999995
15946,Private room,De Baarsjes / Oud West,134,4.5,2,1.0,119.0,Jeroen's City Center Apt. - Amsterdam Room,2017-07-22 16:26:35.075623,52.368797,4.866102
15947,Private room,Oud Oost,294,5.0,2,1.0,106.0,Room with canal view windmill area,2017-07-22 16:26:35.072870,52.364677,4.924180000000001
15949,Private room,Oud Oost,16,4.5,2,0.0,108.0,Lovely studio in Amsterdam,2017-07-22 16:26:35.067456,52.350557,4.913257
15950,Private room,Ijburg / Eiland Zeeburg,3,5.0,2,1.0,119.0,Huge Waterside Double Bedroom in Amsterdam,2017-07-22 16:26:35.065151,52.352796999999995,4.997529
15951,Private room,Centrum West,71,5.0,2,1.0,118.0,Private room near ANNE FRANK House,2017-07-22 16:26:35.062371,52.380697,4.889345
15952,Private room,Ijburg / Eiland Zeeburg,16,5.0,4,0.0,108.0,Beautiful studio on river front,2017-07-22 16:26:35.060166,52.375399,4.966667
15953,Private room,Westerpark,20,5.0,2,1.0,115.0,Westerpark Housing,2017-07-22 16:26:35.057181,52.385245,4.881854
15954,Private room,Noord-West / Noord-Midden,21,5.0,2,1.0,113.0,Cozy room in a spacious apartment,2017-07-22 16:26:35.055034,52.353918,4.886215
15955,Private room,Noord Oost,45,5.0,2,1.0,108.0,Tiny Inn - ecological Bed and Breakfast on Wheels,2017-07-22 16:26:35.052318,52.396214,4.999232
15956,Private room,De Baarsjes / Oud West,48,4.5,2,1.0,108.0,Private rooms near centre & musea!,2017-07-22 16:26:35.049397,52.371889,4.86275
15958,Private room,Oud Oost,15,5.0,2,1.0,114.0,Bright and Cozy Place to Be.,2017-07-22 16:26:33.278762,52.357361,4.920795
15961,Private room,Noord West,39,5.0,2,1.0,108.0,ROOM WITH GREAT VIEW OVER THE WATER,2017-07-22 16:26:33.267496,52.405578000000006,4.903993
15962,Private room,Oud Noord,12,5.0,2,1.0,108.0,Always wanted to spend a night on a houseboat?!,2017-07-22 16:26:33.264775,52.401385999999995,4.9008080000000005
15965,Private room,De Baarsjes / Oud West,124,5.0,3,1.0,108.0,B&Bio quiet room/veranda/welcoming/1-3pers,2017-07-22 16:26:33.247870,52.37145,4.850042
15966,Private room,De Baarsjes / Oud West,39,5.0,2,1.0,119.0,Glamping in original camper!,2017-07-22 16:26:33.245237,52.372327,4.8646519999999995
15967,Private room,De Pijp / Rivierenbuurt,10,4.5,1,1.0,108.0,Beautiful room with private balcony in De Pijp!,2017-07-22 16:26:33.242953,52.351754,4.900567
15968,Private room,Oud Oost,12,3.5,3,1.0,107.0,Beautiful Place in Amsterdam,2017-07-22 16:26:33.233915,52.351089,4.9134150000000005
15969,Private room,Centrum West,20,4.5,3,1.0,118.0,Private Houseboat city centre,2017-07-22 16:26:33.228763,52.384629,4.894636
15970,Private room,Geuzenveld / Slotermeer,13,4.5,4,1.0,108.0,Luxury wellness apartment for 1 to 4 people!,2017-07-22 16:26:33.226177,52.391678999999996,4.779126
15971,Private room,De Baarsjes / Oud West,54,4.5,2,1.0,108.0,BHOME | Comfortable new private studio | 2P,2017-07-22 16:26:31.330563,52.363490000000006,4.855256
15972,Private room,Noord-West / Noord-Midden,37,4.5,1,1.0,110.0,Cosy room near Vondelpark-Amsterdam,2017-07-22 16:26:31.322540,52.348746999999996,4.857394
15973,Private room,Noord-West / Noord-Midden,28,5.0,2,1.0,114.0,Room with Private Bathroom ,2017-07-22 16:26:31.318535,52.346408000000004,4.874687000000001
15974,Private room,Centrum West,258,4.5,2,1.0,118.0,Serene private room on top location,2017-07-22 16:26:31.316035,52.378703,4.892425
15975,Private room,Oud Oost,5,5.0,2,1.0,107.0,Sunny room with balcony,2017-07-22 16:26:31.313997,52.357215000000004,4.926564
15976,Private room,Centrum Oost,24,5.0,2,1.0,119.0,"Creative Comfy Canalhouse (60m2), Historic Centre",2017-07-22 16:26:31.309706,52.374032,4.90383
15977,Private room,Noord Oost,61,5.0,4,2.0,108.0,Cottage in country side Amsterdam,2017-07-22 16:26:31.307105,52.410793,4.961214
15978,Private room,De Baarsjes / Oud West,6,4.5,4,2.0,108.0,Beautiful Apartment,2017-07-22 16:26:31.304239,52.372858,4.864387000000001
15979,Private room,Bos en Lommer,79,4.5,2,1.0,108.0,,2017-07-22 16:26:31.299518,52.375729,4.860504
15980,Private room,De Baarsjes / Oud West,43,4.5,2,1.0,124.0,BedandBike for 2: free use of bikes,2017-07-22 16:26:31.296801,52.36501,4.850974
15981,Private room,Centrum West,33,4.5,2,1.0,118.0,Gorgeous Canal View + Breakfast!,2017-07-22 16:26:31.293191,52.375551,4.891237
15983,Private room,Oud Noord,17,4.5,3,1.0,108.0,House with garden in Amsterdam,2017-07-22 16:26:29.533139,52.387498,4.91794
15984,Private room,De Baarsjes / Oud West,196,4.5,4,1.0,108.0,The Green Loft in Amsterdam,2017-07-22 16:26:29.530583,52.366275,4.863148000000001
15987,Private room,Noord West,96,5.0,3,1.0,106.0,"Blue House Amsterdam, free parking",2017-07-22 16:26:29.524416,52.418499,4.90144
15988,Private room,Oostelijk Havengebied / Indische Buurt,11,5.0,2,1.0,107.0,Amsterdam Private Room,2017-07-22 16:26:29.522194,52.369328,4.9424339999999995
15989,Private room,Oud Oost,139,4.0,2,1.0,107.0,Little B - Bed and Breakfast,2017-07-22 16:26:29.515270,52.350369,4.914812
15990,Private room,Noord-West / Noord-Midden,23,5.0,2,1.0,118.0,"Spacious, luxury and elegant room near Vondelpark",2017-07-22 16:26:29.512657,52.354906,4.856271
15991,Private room,De Baarsjes / Oud West,30,5.0,2,1.0,114.0,"Lovely, authentic room in trendy area",2017-07-22 16:26:29.506150,52.362159000000005,4.8652050000000004
15992,Private room,Westerpark,17,4.5,2,1.0,106.0,Clean and nice studio in Westerpark,2017-07-22 16:26:27.834421,52.389505,4.880313
15994,Private room,Oostelijk Havengebied / Indische Buurt,23,4.5,2,1.0,114.0,Spacious appartment near the centre,2017-07-22 16:26:27.830010,52.358978,4.9413480000000005
15995,Private room,Centrum West,390,5.0,2,1.0,108.0,Quiet relaxing in Amsterdam Centre,2017-07-22 16:26:27.827314,52.371457,4.893752
15996,Private room,Centrum West,49,5.0,2,1.0,168.0,Beautiful place @the canal + garden,2017-07-22 16:34:52.973314,52.367639000000004,4.884847
15997,Private room,De Baarsjes / Oud West,4,5.0,4,2.0,150.0,The Rembrandt Sleep Over Experience,2017-07-22 16:34:52.971250,52.361458,4.851049
15998,Private room,Centrum Oost,226,5.0,2,1.0,180.0,Houseboat Neeltje unique experience,2017-07-22 16:34:52.966803,52.374549,4.908087
15999,Private room,Centrum West,163,5.0,2,1.0,174.0,Classy room 17th Century Canalhouse,2017-07-22 16:34:52.964204,52.378115,4.892457
16000,Private room,Centrum Oost,87,5.0,2,0.0,156.0,Private studio on  Prinsengracht,2017-07-22 16:34:52.961516,52.364708,4.884555000000001
16001,Private room,Centrum West,151,4.5,4,2.0,174.0,300m from ROYAL PALACE for the KING,2017-07-22 16:34:52.958811,52.372607,4.8964550000000004
16002,Private room,Centrum West,19,4.5,2,0.0,162.0,Cosy Private Room With A View On A Houseboat,2017-07-22 16:34:52.956152,52.37981,4.88065
16003,Private room,Oostelijk Havengebied / Indische Buurt,55,5.0,4,1.0,168.0,Luxury eco houseboat apt. 10 m. to central station,2017-07-22 16:34:52.952805,52.376318,4.940430999999999
16004,Private room,De Baarsjes / Oud West,81,4.5,2,1.0,162.0,Lovely Vondelpark Garden Apartment,2017-07-22 16:34:51.193834,52.358589,4.861072
16005,Private room,Centrum Oost,25,5.0,2,1.0,168.0,CANAL HOUSE  in Historical Centre!,2017-07-22 16:34:51.189824,52.366429,4.906143
16006,Private room,Noord-West / Noord-Midden,139,5.0,2,1.0,162.0,"Great, top apartment in museum area",2017-07-22 16:34:51.187145,52.359091,4.876444
16007,Private room,Centrum Oost,32,5.0,2,1.0,174.0,The Flying Pancake B&B Amsterdam,2017-07-22 16:34:51.184712,52.365132,4.908372
16008,Private room,Centrum Oost,56,4.5,4,0.0,156.0,a room with a view in Amsterdam,2017-07-22 16:34:51.180568,52.36957,4.909947
16009,Private room,Oostelijk Havengebied / Indische Buurt,9,5.0,2,1.0,150.0,Sky View Room | Boost Amsterdam,2017-07-22 16:34:51.178270,52.377225,4.940851
16010,Private room,Centrum Oost,128,5.0,2,1.0,180.0,Stunning and Private Apartment in Canal House,2017-07-22 16:34:51.175496,52.362906,4.893807
16011,Private room,Centrum West,127,4.5,2,1.0,165.0,Best location in Amsterdam! (old city center),2017-07-22 16:34:51.172831,52.370615,4.881081
16013,Private room,Centrum West,35,5.0,2,0.0,155.0,First class houseboat studio (middle),2017-07-22 16:34:51.166989,52.38081,4.888646
16014,Private room,Centrum West,73,4.5,4,1.0,174.0,Unique city centre house (Jordaan),2017-07-22 16:34:51.160837,52.375201000000004,4.882073999999999
16015,Private room,De Baarsjes / Oud West,221,5.0,2,1.0,167.0,MODERN  Apartment  City  Centre,2017-07-22 16:34:51.157765,52.364558,4.8752889999999995
